Gene,h96_MOCK.1,h96_MOCK.2,h96_MOCK.3,h96_MOCK.4,h96_MOCK.5,h96_MOCK.6,Marker
P08134,1,0.541658853457321,0.189753926432674,0.103617985153773,0.0734112603403223,0,unknown
P08172,1,0.479489312725383,0.14214946067031,0.069751937332324,0.0312392966775009,0,unknown
P08174,1,0.391545905686836,0.220937614546893,0.22243991475791,0.0737572156664589,0,unknown
P08195,1,0.620625668296845,0.230058673525566,0.182248279898232,0.0588310799176788,0,Plasma membrane
P08236,0.2778199787435,1,0.701725975482443,0.844409513628012,0.236597674377524,0,unknown
P08238,1,0.493928137717152,0.108658613737339,0.127514732523367,0.0565085671626384,0,unknown
P08253,0.419192459402376,1,0.522416989068907,0.275418608908733,0.0973595395644469,0,unknown
P08473,1,0.510246262259205,0.227975727168545,0.115284864817241,0.0481057023760064,0,Plasma membrane
P08559,0,0.0607938870592864,0.214725828563872,1,0.211164356827628,0.0198024233334729,unknown
P08572,0.391199466525727,0.666420779421434,0.601668811292858,1,0.299118779240694,0,unknown
P08574,0.047520671561204,0.0792305040404965,0.223506203787675,1,0.229688696509828,0,unknown
P08648,1,0.451766016174737,0.271891995847662,0.130622129031913,0.0449902018015136,0,Plasma membrane
P08670,1,0.367723251347868,0.1152941084154,0.122030784706601,0.0504515088863001,0,unknown
P08754,1,0.408543676651352,0.133775364439792,0.0961608523402928,0.00640719976937841,0,unknown
P08758,1,0.741348823023316,0.17667190022722,0.141092974340136,0.0601156678007915,0,Cytosol
P08865,1,0.653481966897489,0.186591390509247,0.274024045387445,0.0892926477564575,0,unknown
P08962,0.711780078950393,1,0.39906031574194,0.249678580152515,0.105698567499225,0,unknown
P09001,0.046554603967041,0.120685272041961,0.260847939374816,1,0.217504004287274,0,unknown
P09110,0.0834869309290147,0.116728939717829,0.297230183756936,1,0.709340900366531,0,Peroxisome
P09211,1,0.878962077996447,0.178062986295711,0.15487182148578,0.080014429049082,0,unknown
P09486,0.555020670828139,1,0.672220637533721,0.3610099745691,0.13098536745495,0,unknown
P09493-5,1,0.430903681100893,0.158064037585805,0.159729686829479,0.0389941087200695,0,unknown
P09496,1,0.430215036878479,0.216831941264404,0.172185603725351,0.0662385064939096,0,unknown
P09497,1,0.410191679780644,0.239096610481433,0.188214519698598,0.0753453463784733,0,unknown
P09525,1,0.913670531467957,0.160932790498898,0.157434535054299,0.0452871249268971,0,unknown
P09543,1,0.541052064609444,0.192862927357274,0.318146539499246,0.0814576604801643,0,unknown
P09601,1,0.794779927524264,0.346496293792129,0.390989571098861,0.1360762886014,0,unknown
P09619,1,0.576543104987955,0.210289456334139,0.182815304605793,0.0578514923168231,0,unknown
P09622,0,0.0650379544562135,0.270820044475497,1,0.226360611488208,0.0293897216117748,unknown
P09651,0.713075731728668,0.960645496109264,0.430838611612271,1,0.801134660036948,0,Nucleus
P09669,0.0106141263226957,0.0751384631915067,0.1942739434768,1,0.226327493979816,0,unknown
P09871,0.386026369119042,1,0.443545456784291,0.369483381446386,0.115658873030663,0,unknown
P09936,1,0.62112829212441,0.161330910440169,0.119711261733122,0.0614070017657163,0,unknown
P10109,0.115527401927705,0.130293663201029,0.248128483301349,1,0.185859726084066,0,Mitochondria
P10176,0.344745688328358,0.212827156661576,0.274921799279577,1,0.280203972663272,0,unknown
P10253,0.290002702983803,1,0.648166705228527,0.883706356192681,0.263398114245026,0,Lysosome
P10301,1,0.430935485333861,0.149357321053564,0.0947380765889216,0.0396990562740469,0,unknown
P10515,0.0185782262096107,0.0663310005695066,0.191873597904013,1,0.196337152996433,0,unknown
P10599,1,0.728333585921005,0.210962491057991,0.136658720982059,0.0840815035289088,0,unknown
P10606,0.00492018363045036,0.0851256724989214,0.234937459550906,1,0.250965651263774,0,unknown
P10619,0.340194875924907,0.876900831410747,1,0.970020909777261,0.393913784683779,0,unknown
P10620,0.730989290632839,0.814834994676121,0.672443132526033,1,0.237981069493416,0,unknown
P10644,1,0.409115779607978,0.137393506693815,0.123557871100604,0.0492442695662124,0,unknown
P10768,1,0.677227480078414,0.182826479520644,0.156267466697745,0.0679964458314064,0,unknown
P10809,0,0.0676929700499059,0.251864552721551,1,0.214415502870325,0.0134255852069642,unknown
P10909,0.447135440312121,1,0.349921213950613,0.270932247435705,0.0782612840316467,0,unknown
P11021,0.48873869572006,1,0.572115446990476,0.437921404116922,0.121038349020509,0,ER
P11047,0.606372247066161,1,0.770873771774817,0.55914973582356,0.17107313792569,0,unknown
P11117,0.520760884631149,1,0.642409410518659,0.551153571592272,0.22948746322798,0,unknown
P11142,1,0.50714793608638,0.26705556320336,0.294165347438545,0.14709015388136,0,unknown
P11166,1,0.933351205120095,0.337227877770801,0.16080545093268,0.0648520051850563,0,unknown
P11169,1,0.843025066899209,0.317731511585379,0.170900547409888,0.0695566734846065,0,unknown
P11177,0,0.0562632344954964,0.264772067092699,1,0.225153904726481,0.00982449855716749,unknown
P11182,0.00898152637152488,0.0620978065361414,0.208095242151729,1,0.216570065122658,0,unknown
P11216,1,0.766282631023249,0.229791976121116,0.294826340576023,0.180329928547267,0,unknown
P11233,1,0.40531006602421,0.204576911884894,0.100312237318166,0.0382837074222077,0,Plasma membrane
P11234,1,0.47070170332072,0.156604698457837,0.0983465039156038,0.0359070504686747,0,unknown
P11279,0.783241787709839,1,0.545860168281888,0.357993642265891,0.159701415062241,0,unknown
P11310,0.0478896830382983,0.0942045174225378,0.254746307654539,1,0.186449796837797,0,unknown
P11413,1,0.709626137661212,0.232992693360057,0.587155980070111,0.404006429491575,0,unknown
P11498,0.370292088947229,0.307969377587712,0.310863166212662,1,0.23783936013039,0,unknown
P11586,1,0.488800727332839,0.251750868585412,0.183686963503477,0.0802148350119514,0,unknown
P11717,0.553904872297437,1,0.501595815469847,0.226025463250442,0.0768870295988482,0,unknown
P11766,1,0.707733091293952,0.168667564261152,0.288157864674746,0.0816405946873274,0,unknown
P11940,1,0.497396709472112,0.18167696411711,0.219902631023888,0.115171886601608,0,unknown
P12109,0.445840707695325,1,0.724818593907733,0.707006025967106,0.206017923045516,0,unknown
P12110,0.34675882203202,1,0.622149603484861,0.529326240864743,0.148296335646523,0,unknown
P12111,0.417830367124523,1,0.677210689324071,0.576892075002031,0.204507174751657,0,unknown
P12268,1,0.544185622389587,0.217422709462946,0.181292858723544,0.0908889594314554,0,unknown
P12694,0.0298751689922189,0.0685722577981365,0.20993425047071,1,0.190274368313528,0,unknown
P12814-3,1,0.381844413156237,0.101964716491812,0.116654262348384,0.0523398632403798,0,unknown
P12956,1,0.587219592979386,0.593716118009595,0.470399657442812,0.282320964251043,0,unknown
P13073,0,0.0737085725870741,0.213589347271683,1,0.235629760982291,0.010662554835645,Mitochondria
P13473,0.58325449850565,1,0.587575823418469,0.298428582802607,0.146097118753371,0,unknown
P13489,1,0.566747565944039,0.123314840897659,0.133508502984718,0.0673763447759722,0,unknown
P13639,1,0.554690802427029,0.153900184977098,0.145518986357482,0.0675423144921349,0,unknown
P13667,0.496893527110019,1,0.607230388244995,0.453878455188732,0.130311517452856,0,ER
P13674-2,0.393309164638946,1,0.609769709862873,0.455168037157351,0.128754409305668,0,unknown
P13693,1,0.490833572658441,0.166438428122885,0.137706005727364,0.0547300044220621,0,unknown
P13726,1,0.378047345054995,0.202659251578446,0.119986447797992,0.0248061703668223,0,unknown
P13747,1,0.818408580448134,0.429012916049668,0.310701647603126,0.128107549122059,0,unknown
P13797,1,0.52120434667016,0.149283096448965,0.103635174626058,0.0485177930544072,0,Cytosol
P13861,1,0.366644967128896,0.141654284959621,0.121473541207837,0.0580541421901133,0,unknown
P13987,1,0.366823393292176,0.240392030265118,0.107780915490054,0.0405496718839957,0,unknown
P13995,0.0958898822441631,0.117880250707588,0.196944117183247,1,0.195423458557135,0,unknown
P14210,0.577743497326389,1,0.55599097718183,0.393826443606686,0.128832810895821,0,unknown
P14314,0.604516471094298,1,0.498326687688124,0.363029359815373,0.0955114422390629,0,ER
P14384,1,0.536106732023314,0.175948939272775,0.179901085947989,0.0483998116371878,0,unknown
P14406,0,0.0761544526385963,0.233053457643453,1,0.296425872229522,0.0489278251425538,unknown
P14618,1,0.60246059786635,0.0705582235758832,0.0785471200165499,0.0395455727052351,0,unknown
P14618-2,1,0.7279727127015,0.147201850196412,0.147185481793132,0.0622816451643976,0,unknown
P14625,0.484429287380575,1,0.599825349462188,0.45002345877737,0.125970913840306,0,ER
P14854,0,0.0563452416208832,0.188675013330678,1,0.225146191792047,0.00600459169878762,Mitochondria
P14868,1,0.583130604194503,0.178093396817228,0.232412707783053,0.103552325725042,0,unknown
P14923,1,0.379648926150515,0.142464664923153,0.0865851927931941,0.0340405298731156,0,unknown
P14927,0,0.0690131657593155,0.263266134414585,1,0.293356316147924,0.0478251424580578,unknown
P15121,1,0.822926601536878,0.334295673193964,0.674918933752657,0.239010208839127,0,unknown
P15144,1,0.500272025783643,0.2265293235655,0.127538304357407,0.0442086251813933,0,Plasma membrane
P15151,1,0.449691446494022,0.12230397760123,0.125515017880355,0.0670785125655138,0,unknown
P15289,0.282094212658324,1,0.625114807550979,0.878296402621087,0.238177843173111,0,unknown
P15529,1,0.71566063711995,0.22135615025041,0.178308932033914,0.0761937015053966,0,unknown
P15531,1,0.662667951100309,0.214294566129649,0.453625211603768,0.177203620487987,0,unknown
P15559,1,0.617894658633433,0.206143133624568,0.598714873178806,0.151477737604652,0,unknown
P15586,0.296412842017074,1,0.577284376815599,0.524212976314315,0.173507439391104,0,Lysosome
P15848,0.416581235044294,1,0.725317699017824,0.845261787896685,0.261935565718929,0,unknown
P15880,1,0.475089945837782,0.199513369478299,0.2081337754397,0.109218582254016,0,unknown
P15954,0,0.0362003815206028,0.327992174905365,1,0.269330053523038,0.0256732049612133,Mitochondria
P16035,0.568501245228488,1,0.485834506290321,0.247347099740178,0.0927443040106074,0,unknown
P16070,1,0.35683696089907,0.109229654001411,0.0458220579340084,0.0261068511309055,0,unknown
P16234,1,0.67157974960525,0.236317349336088,0.14164728149335,0.0573714238806768,0,unknown
P16278,0.315804510022783,0.969629382692869,0.685705461354314,1,0.290885964294715,0,unknown
P16435,0.946956230770849,1,0.385746321845111,0.347345768422415,0.102037234882623,0,unknown
P16615,1,0.999877492927145,0.49321699690838,0.375517105357919,0.120188896533044,0,unknown
P17050,0.253472659092463,0.878562653748336,0.912018906938335,1,0.300003033799883,0,Lysosome
P17066,0.627433462598841,1,0.489388278596116,0.48398127913341,0.16100394662159,0,unknown
P17152,0.00431050887917942,0.096668097741863,0.261101191696168,1,0.223865317126457,0,unknown
P17301,1,0.496942052855218,0.210447320954061,0.138735243912006,0.0476968899778784,0,Plasma membrane
P17405,0.373410534467991,0.801887052198129,0.844983444674841,1,0.375281041106771,0,unknown
P17568,0.0115769799889351,0.0247336104525036,0.253405622495075,1,0.19932229602371,0,Mitochondria
P17612,1,0.40159007195274,0.118379226110686,0.135965745554599,0.0455869344371786,0,unknown
P17655,1,0.546151026614347,0.135663783700601,0.144096623429078,0.0693806057480614,0,unknown
P17693,1,0.572608652093911,0.2250446131268,0.257488970715718,0.0878395683087085,0,unknown
P17813,1,0.48140316449426,0.168744069344244,0.116238645001126,0.040766250375252,0,unknown
P17900,0.384928260722522,1,0.756455783164509,0.638871325316856,0.235867428258615,0,Lysosome
P17980,1,0.564770460727497,0.119937425718517,0.175323976648704,0.0773794778943693,0,unknown
P17987,1,0.44773636046125,0.118717861949263,0.115716610692727,0.0648142441540429,0,unknown
P18077,0.991255370975523,1,0.660972617616869,0.337655363675441,0.159520992027054,0,unknown
P18084,1,0.518037842052545,0.308051705257572,0.179629161299525,0.0684312917164235,0,unknown
P18085,1,0.874763560213025,0.299971444097576,0.285788556407664,0.145559239563964,0,unknown
P18124,1,0.769304689315641,0.532475371544188,0.442480468499694,0.182694598402791,0,unknown
P18206,1,0.484176168344132,0.120551367054479,0.0988420210652422,0.0405971156394096,0,unknown
P18433,1,0.364123521918333,0.144873505966015,0.0573687939200748,0.0297851959543527,0,unknown
P18621,1,0.462675376213723,0.392294628064016,0.162981132318183,0.0724027759900232,0,unknown
P18669,1,0.54651042759309,0.123681921781095,0.10053304406175,0.048923843013838,0,Cytosol
P18859,0,0.0706042885411343,0.253856814009007,1,0.272659401695092,0.0290428994674373,unknown
P19320,1,0.472934565636878,0.200661595730773,0.12354647757403,0.0399727188690975,0,unknown
P19338,1,0.540436125365493,0.480454209185171,0.33095477382938,0.130513155381675,0,unknown
P19367,0.274976051874707,0.277821188777518,0.173051652516336,1,0.386680929456054,0,unknown
P19404,0,0.0662069876244641,0.362526881221727,1,0.295558624168964,0.0454882311033981,unknown
P19623,1,0.737327058560911,0.145698420877046,0.127927001803688,0.0724165726714352,0,unknown
P20020,1,0.479904860140487,0.218096541705336,0.136813343362731,0.0498810500703081,0,Plasma membrane
P20042,1,0.479408170268765,0.20379573540575,0.281488635802475,0.0827020018390338,0,unknown
P20073,1,0.857488092388532,0.233372655918651,0.333839932356119,0.140128534056437,0,unknown
P20338,0.829773223412499,1,0.371699465656009,0.344153272512233,0.151601904543364,0,unknown
P20339,0.862530049571356,1,0.322221551218712,0.65965888769122,0.123943118579169,0,unknown
P20340,0.64893487580907,1,0.239475425599618,0.12661599074007,0.0537155120603536,0,unknown
P20594,1,0.567693874148244,0.238914226147883,0.294859293458042,0.0757068822463507,0,unknown
P20618,1,0.768245435581943,0.228642464145123,0.311467601302475,0.109970303183775,0,unknown
P20645,0.563091085582347,1,0.343340735499421,0.110165011668701,0.0369713778389309,0,unknown
P20674,0,0.0714278344833,0.205145118422114,1,0.223942444543799,0.0102262937402879,unknown
P20908,0.406590938265765,1,0.936935616280794,0.647694362627652,0.218609079910704,0,unknown
P20933,0.532433102647744,0.870166747871806,1,0.775512336373274,0.314453149808944,0,Lysosome
P21266,1,0.710632449389718,0.185630384042277,0.150692182355248,0.0810510572051773,0,unknown
P21281,0.986575275194456,1,0.422013931176151,0.264570685041103,0.134762327732933,0,unknown
P21283,0.896386664216222,1,0.490024640236448,0.275460432577791,0.081112955652407,0,unknown
P21291,1,0.28245887708984,0.0825143657279673,0.0459072297696221,0.0152508721956007,0,unknown
P21333,1,0.314902049402659,0.171594205289035,0.140621089730988,0.0494136330477798,0,unknown
P21399,1,0.657005204225475,0.112911839487945,0.163038462971534,0.0689430974463518,0,unknown
P21589,1,0.410878998275955,0.167322071081755,0.102656540060421,0.0306965142648896,0,unknown
P21796,0.00350115055245863,0.157043125909634,0.31747512655852,1,0.281692718922144,0,unknown
P21912,0.00021612723152503,0.0746964100148833,0.244635074795632,1,0.227626925617162,0,unknown
P21926,1,0.432661189233743,0.191187910754729,0.0777399214068968,0.0316162006817547,0,unknown
P21964,0.884301798582687,1,0.466940847648944,0.394755276492432,0.122886947948963,0,unknown
P21980,1,0.602721583996938,0.158781734479447,0.23050415567204,0.0972519061984918,0,unknown
P22033,0.012194551636229,0.0393404901065285,0.256247324957338,1,0.206550436267744,0,unknown
P22061,0.729429798271487,0.64516939860207,0.408010041493688,1,0.221382288040899,0,unknown
P22307,0.0620068305788189,0.0984531137778677,0.325877664122604,1,0.871401784135476,0,unknown
P22314,1,0.625774140142948,0.176126806443459,0.211860277197326,0.0938481611944065,0,unknown
P22392,1,0.581072446342474,0.300604277391405,0.737623260333288,0.181971238745696,0,unknown
P22626,0.526561523427522,0.328570413378544,0.178981147404956,0.613363635755176,1,0,Nucleus
P22692,0.505980025961562,1,0.329481756256682,0.36161450930185,0.0707223845552816,0,unknown
P22695,0,0.0511637880828399,0.199886587340498,1,0.246178858603993,0.00116283907269538,unknown
P22830,0.0109515542160087,0.0590144888921073,0.22667492848946,1,0.237139048149413,0,unknown
P23142,0.328942293201687,0.816581510372365,0.530279041124323,1,0.288152335914946,0,unknown
P23219,0.759205007602294,1,0.431484769101523,0.456777136104314,0.135710802376718,0,unknown
P23284,0.508715434107187,1,0.547820313852587,0.398040138618242,0.11753964123748,0,ER
P23368,0.0589332605676247,0.108117382746806,0.217207427730182,1,0.196247655234075,0,unknown
P23381,1,0.459545108420913,0.175769485305584,0.115375758115581,0.0441677451321482,0,unknown
P23396,1,0.708713093004023,0.247166157064876,0.275557340712033,0.123483814970146,0,unknown
P23434,0.035438789747871,0.051556885941248,0.266981611696544,1,0.206926845640068,0,unknown
P23458,1,0.548539437323021,0.201642772770829,0.104679008626742,0.0327241420756865,0,unknown
P23510,1,0.514483204038699,0.147849511683927,0.0745734001631331,0.0263663256098576,0,unknown
P23526,1,0.54970029642311,0.10610020660803,0.0740385926203238,0.0410740760200367,0,unknown
P23528,1,0.339766237132394,0.156487471845872,0.0989210428690788,0.0334973103535147,0,unknown
P23634,1,0.436601444994333,0.196892986504278,0.121661093695729,0.0442944847781248,0,Plasma membrane
P23786,0.0130428836324952,0.0605074158231946,0.212177731254885,1,0.216572621681773,0,unknown
P23919,0.0535279559624481,0.0897522048397855,0.259304961899338,1,0.209254110051927,0,unknown
P24310,0,0.0534166926076385,0.219318163339721,1,0.271817063226188,0.0114735121825288,unknown
P24311,0,0.0712169152570515,0.262367846888128,1,0.275815805979623,0.0256363474964573,Mitochondria
P24390,0.708985225355374,1,0.395398999341363,0.309303002117192,0.0877562783313585,0,unknown
P24534,1,0.408820190043512,0.17017731302651,0.150113452910191,0.0514013067965459,0,unknown
P24539,0,0.0727476165574741,0.232795654726487,1,0.280367066327591,8.3273078973405e-05,unknown
P24557,1,0.902022287457065,0.419622223167212,0.665809571264061,0.154024042645306,0,unknown
P24593,0.600825441257861,1,0.291499428061898,0.153496975423235,0.276996422971161,0,unknown
P24844,1,0.451949281116699,0.329021268346432,0.216712245308126,0.0771541947728119,0,unknown
P25325,0.11486063437006,0.153020778408573,0.182379870782642,1,0.161750555406378,0,unknown
P25398,1,0.488413231610367,0.22033651738945,0.239955867024447,0.0942734319497789,0,Dense cytosol
P25445,1,0.431016929809441,0.229252282586939,0.110385069553111,0.03979686415583,0,Plasma membrane
P25705,0,0.0742773499306867,0.265955443307171,1,0.243958736901983,0.0278234498028437,Mitochondria
P25786,1,0.579012584538771,0.218294061067872,0.259526663451611,0.113449161855605,0,unknown
P25787,1,0.719553520131234,0.185630460089359,0.197140873656833,0.0951217504149018,0,unknown
P25788,1,0.670013462990745,0.221916282608519,0.188121011478391,0.0781457943335012,0,unknown
P25789,1,0.650205647826254,0.182373814715475,0.16405703394518,0.0769729749428042,0,unknown
P26006,1,0.482566471441562,0.201610121328107,0.103490407146812,0.0386428227121797,0,Plasma membrane
P26196,1,0.534527661297911,0.188326070666584,0.156830170515062,0.0819650148823997,0,unknown
P26373,1,0.584897318315236,0.318720870869672,0.394617803494805,0.135210857922052,0,unknown
P26440,0.017537519234738,0.057269522578212,0.238865564767242,1,0.200616526019681,0,unknown
P26641,1,0.565056771126739,0.150247744289995,0.144611649882586,0.0840993735531202,0,unknown
P26885,0.485476330716508,1,0.376156950232955,0.354170479546045,0.0862117464372105,0,unknown
P27105,1,0.921229071631766,0.313593012190999,0.260980044235262,0.0934619547423626,0,unknown
P27348,1,0.479930903748637,0.129830577046,0.106576856666084,0.0534781346424662,0,unknown
P27361,1,0.53027259222678,0.0817300520903972,0.0757975119565554,0.0426678431071528,0,unknown
P27487,1,0.661028179908805,0.262420732628286,0.184906226570986,0.0609342596554836,0,Plasma membrane
P27635,1,0.557044712326357,0.349565333237046,0.223845364332162,0.109204781021725,0,unknown
P27658,0.277482678836147,0.693770748216173,1,0.492802445680635,0.22390863238817,0,unknown
P27701,1,0.897594846755137,0.309351252037868,0.218417926070402,0.0896232377858793,0,unknown
P27797,0.596941106860371,1,0.686490889989964,0.365481999811566,0.112273387474332,0,ER
P27816,1,0.322768897372356,0.11165986922992,0.0612972785637724,0.0382798478373111,0,unknown
P27824,0.817080996125631,1,0.488008491796704,0.371722904864654,0.122790900145422,0,unknown
P28066,1,0.780893914711085,0.236977985058661,0.229544150169453,0.0922053911673551,0,unknown
P28070,1,0.714055545038905,0.236896941903018,0.297694776499062,0.106946478904141,0,unknown
P28074,1,0.581874971114803,0.203001646023186,0.196916795164001,0.074906444309309,0,unknown
P28288,0.102033231186685,0.190973498386432,0.27359565808721,1,0.863215297962886,0,Peroxisome
P28331,6.12175905527697e-05,0.0500433091968438,0.184035536770149,1,0.227549106065497,0,unknown
P28482,1,0.510625639326962,0.182869340193071,0.27970734285224,0.0971056590671928,0,unknown
P28799,0.136552961721552,0.234538810694772,1,0.817074198780644,0.27804885595906,0,unknown
P28827,1,0.596321338528535,0.192397655488149,0.154984568970572,0.0385336523748884,0,unknown
P28838,0.169617517743934,0.152070737059952,0.254209354041272,1,0.201801928990729,0,unknown
P29279,0.524156479204023,1,0.747626014685812,0.459993082880367,0.168279951239075,0,unknown
P29317,1,0.446701997452885,0.190274065439801,0.128001593743484,0.0452137405898748,0,Plasma membrane
P29323,1,0.347574839336668,0.146097515075637,0.109290603678995,0.0366574964304192,0,unknown
P29401,1,0.562313441024475,0.160900032529937,0.114930415566135,0.0527888031289695,0,unknown
P29692,1,0.509696253002889,0.138491908646293,0.135742461215333,0.0617215075429123,0,unknown
P29966,1,0.403273128375965,0.10895316551111,0.0506289288757491,0.0175390356946731,0,unknown
P30038,0.00341843558528513,0.0506075820746178,0.211278412728312,1,0.185426875571535,0,unknown
P30040,0.64922339416169,1,0.520724955925055,0.420369886636912,0.123610282559776,0,unknown
P30041,1,0.638479848341546,0.153297020260575,0.11700112131754,0.0609254605620153,0,unknown
P30042,0.0264977925407693,0.0598678902746417,0.271465392143739,1,0.198473089595484,0,Mitochondria
P30044,0.0379272842570636,0.0674152426047336,0.261596380672438,1,0.231650106682663,0,unknown
P30048,0.00149741544017176,0.0861868950717361,0.217139091564674,1,0.185290855230922,0,unknown
P30049,0.000380059648259519,0.0695968955886591,0.253835622535307,1,0.240688843090775,0,Mitochondria
P30050,1,0.840377939455092,0.631978933751843,0.639166538555681,0.206084145662624,0,unknown
P30084,0.00943889746446447,0.0594691072126235,0.231566877259795,1,0.190218639199029,0,unknown
P30085,1,0.619641888711495,0.289396995321468,0.526325658805299,0.203988776063346,0,unknown
P30086,1,0.732881400356049,0.180119992105012,0.163002222894903,0.104040677400461,0,unknown
P30101,0.578912271459183,1,0.477750374566615,0.415926408124144,0.120621201968181,0,ER
P30153,1,0.442146152177138,0.11350640936826,0.142255059740359,0.0557939835097863,0,unknown
P30405,0,0.0596026793451744,0.253412322335896,1,0.193019769559291,0.0229216406828008,Mitochondria
P30408,0.510642029491949,1,0.166388452337707,0.339202602407511,0.0634489180503524,0,unknown
P30411,1,0.583339272286882,0.223573218323293,0.140787473762937,0.0397652431809067,0,unknown
P30519,1,0.892666856620038,0.302033223304233,0.314543596831858,0.0944019444016881,0,unknown
P30533,0.572917370734327,1,0.495538466876393,0.381029979985845,0.107950260063254,0,unknown
P30536,0.168002820815372,0.291504709736139,0.338948527585255,1,0.233778681628713,0,unknown
P30837,0,0.0712606736184001,0.235209724050282,1,0.210371213338831,0.015895839748358,unknown
P31150,1,0.611318499588391,0.143067675644466,0.16843251449565,0.0732112737698381,0,unknown
P31323,1,0.364655361270086,0.0876200519269462,0.0850304299725037,0.0335579152466795,0,unknown
P31930,0.00579375963569982,0.0898508719985124,0.174816867526066,1,0.209368432808462,0,unknown
P31939,1,0.689034274529319,0.164355774710485,0.212395050853338,0.0992837295377671,0,unknown
P31946,1,0.464578896949462,0.105269632874647,0.0727791020641653,0.0394325547005394,0,Cytosol
P31947,1,0.416112295066038,0.138718703294301,0.124790288834621,0.0554388874134435,0,Cytosol
P31948,1,0.501802647914904,0.106656493354816,0.102510099490336,0.042220943046032,0,unknown
P31949,1,0.771290234942848,0.148206643088723,0.133040215517141,0.0594175241316777,0,Cytosol
P32119,1,0.597565437986737,0.13919190893484,0.115823715068364,0.045572009603144,0,Cytosol
P32189,0.027975920819093,0.108466593627541,0.262597634181215,1,0.236086521478145,0,unknown
P32322,0,0.0542508526910341,0.12877852207644,1,0.17763267583589,0.00208780168041448,unknown
P32856,1,0.412910727624152,0.24854304333333,0.197733907241996,0.038239554409605,0,unknown
P32969,1,0.423863929708515,0.489975633373197,0.292691799719995,0.0783143881446188,0,unknown
P33121,0.172943834084479,0.230786288594402,0.333371597412586,1,0.301763233227123,0,unknown
P33176,1,0.483030036250773,0.165728428046578,0.153037798688801,0.0773879262568143,0,unknown
P33527,1,0.467373386969806,0.18571440158501,0.111516342833726,0.045682610067892,0,Plasma membrane
P33897,0.0919535032175598,0.120442415371617,0.267227342332981,1,0.979369867001695,0,Peroxisome
P33908,0.393756336188086,1,0.317428598460295,0.114204374946525,0.0413733331474042,0,Golgi
P34059,0.35238095215124,1,0.701633130936284,0.760561521406907,0.241607148141779,0,unknown
P34741,1,0.486196516091128,0.27493563956675,0.112973627542907,0.04883075160746,0,unknown
P34897,0.0143781692625735,0.0566425431508056,0.184081133957971,1,0.193048899153978,0,unknown
P34932,1,0.432147721832343,0.134377694967715,0.103915845679459,0.0430529520022491,0,unknown
P35052,0.733331916141066,1,0.34288901880014,0.400921231737975,0.108984766827774,0,unknown
P35221,1,0.3693949683204,0.171267916642706,0.106238660264034,0.0390041489634297,0,Plasma membrane
P35222,1,0.38455371868855,0.16730961852315,0.0875706780650728,0.0340410848132247,0,unknown
P35232,0,0.0614129438778653,0.200235012571795,1,0.228437510144767,0.0100600485553772,Mitochondria
P35237,0.561782162269477,1,0.444172150173565,0.428232344784496,0.148944294663411,0,unknown
P35240,1,0.376377698338182,0.140132209257276,0.0785117667828787,0.0250681341838722,0,unknown
P35241,1,0.313398889146082,0.0893076035507678,0.0701736431877294,0.0266684394581521,0,unknown
P35268,1,0.751686383948417,0.627588528522393,0.539540699458633,0.180641266843044,0,unknown
P35475,0.466044400951641,1,0.882435380658096,0.921386640883594,0.32989523099495,0,unknown
P35527,0.377571547997777,0.0812802319671056,0.204014466769775,0,0.665204450903767,1,unknown
P35555,0.601491540737754,1,0.86599230585974,0.663016606032638,0.209252567516165,0,unknown
P35579,1,0.41874979023622,0.561768628450457,0.25082317784064,0.0883924415755591,0,unknown
P35580,1,0.414619079181705,0.540304064747771,0.260970764405026,0.100065509896219,0,unknown
P35606,1,0.610947586905969,0.220337849573624,0.150180220437222,0.0479850533428198,0,unknown
P35610,0.830747318822438,1,0.46127688093961,0.381641293449191,0.102001415221229,0,unknown
P35611,1,0.430644458308835,0.106719764098299,0.105853617967737,0.0303316765767233,0,unknown
P35613,1,0.382825714587516,0.186301847171202,0.0989601917696679,0.0317830635837709,0,Plasma membrane
P35914,0,0.0509634921371927,0.240849982253227,1,0.348021480234342,0.0133681048257457,unknown
P35998,1,0.641702621217113,0.1499341303107,0.204847269877391,0.103784045682708,0,Dense cytosol
P36021,1,0.60241718122405,0.242351350473709,0.393626946426554,0.106785802019959,0,unknown
P36405,1,0.719895125415928,0.31591022923801,0.193696141492175,0.1102523545743,0,unknown
P36542,0,0.077575852681777,0.290980616499968,1,0.366745267388348,0.0738815317988359,unknown
P36543,1,0.999572128990244,0.504539975944735,0.257517297321702,0.092176398030981,0,unknown
P36551,0.0935016155868676,0.103412690123384,0.246603517920341,1,0.232705543475387,0,unknown
P36578,1,0.691720640853993,0.287557396770174,0.297948511029819,0.110274499982078,0,unknown
P36776,0.0281354094992075,0.0643269410773764,0.235764923791032,1,0.220809868953891,0,Mitochondria
P36941,1,0.553568789307919,0.30079464552886,0.215710715459068,0.0823457202219825,0,unknown
P36957,0,0.0739895596732435,0.233413451654214,1,0.226317153941229,0.0105013805054525,unknown
P36969,1,0.717807613499369,0.439837762442896,0.647821429689738,0.19772118563495,0,unknown
P37235,1,0.737632693532192,0.136711871271453,0.115648450657754,0.0396010828935837,0,unknown
P37802,1,0.404125080272712,0.100966409124292,0.0825234242820767,0.0323205266511113,0,unknown
